Date,Map,Team 1 ID,Team 1 Start Side,Team 1 Score,Team 1 Half 1 Score,Team 1 Half 2 Score,Team 1 Overtime Score,Team 2 ID,Team 2 Start Side,Team 2 Score,Team 2 Half 1 Score,Team 2 Half 2 Score,Team 2 Overtime Score,Match ID
5/12/17,Nuke,6417,T,16,10,6,0,6420,CT,10,5,5,0,2310656/kon-denmark-vs-kon-finland-king-of-nordic-season-7
5/12/17,Cobblestone,7716,CT,5,3,2,0,7606,T,16,12,4,0,2310672/uya-vs-vici-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Train,7606,T,16,11,5,0,6899,CT,4,4,0,0,2310674/vici-vs-lgd-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Inferno,4865,CT,16,6,10,0,6898,T,12,9,3,0,2310669/new4-vs-boot-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Mirage,7892,CT,14,6,8,0,7716,T,16,9,7,0,2310666/eclipse-vs-uya-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Cache,6908,T,12,5,7,0,4865,CT,16,10,6,0,2310673/five-vs-new4-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Nuke,7479,CT,13,12,1,0,7024,T,16,3,13,0,2310670/emp-vs-ehome-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Mirage,7893,T,15,6,9,0,6908,CT,19,9,6,0,2310668/eclipseo-vs-five-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Inferno,7660,CT,16,10,6,0,7798,T,8,5,3,0,2310671/flash-vs-wnv-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Mirage,7479,CT,16,9,7,0,7528,T,6,6,0,0,2310662/emp-vs-hegemonyperson-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Overpass,7024,T,16,14,2,0,7371,CT,5,1,4,0,2310663/ehome-vs-ae-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Inferno,7660,T,16,14,2,0,7527,CT,2,1,1,0,2310665/flash-vs-wingsv-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Mirage,7372,T,15,3,12,0,6898,CT,19,12,3,0,2310502/zdm-vs-boot-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Cobblestone,6790,CT,3,2,1,0,7716,T,16,13,3,0,2310499/hg-vs-uya-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Mirage,6137,CT,12,6,6,0,5974,T,16,9,7,0,2310552/sk-vs-clg-esl-pro-league-season-5-north-america
5/12/17,Cobblestone,7611,CT,3,3,0,0,7606,T,16,12,4,0,2310500/vgrenascence-vs-vici-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Train,6908,CT,16,12,4,0,7895,T,4,3,1,0,2310501/five-vs-nga-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Train,5005,CT,7,7,0,0,6615,T,16,8,8,0,2310554/complexity-vs-optic-esl-pro-league-season-5-north-america
5/12/17,Mirage,7798,T,16,10,6,0,7894,CT,13,5,8,0,2310664/wnv-vs-sp-asia-minor-china-qualifier-pgl-major-krakow-2017
5/12/17,Cache,7557,CT,13,4,9,0,7010,T,16,11,5,0,2310548/misfits-vs-immortals-esl-pro-league-season-5-north-america
5/12/17,Inferno,5752,CT,10,9,1,0,6673,T,16,6,10,0,2310549/cloud9-vs-nrg-esl-pro-league-season-5-north-america
5/12/17,Inferno,7010,CT,16,8,8,0,7557,T,7,7,0,0,2310547/immortals-vs-misfits-esl-pro-league-season-5-north-america
5/12/17,Cache,6615,CT,8,4,4,0,5005,T,16,11,5,0,2310553/optic-vs-complexity-esl-pro-league-season-5-north-america
5/12/17,Train,6673,CT,17,12,3,2,5752,T,19,3,12,4,2310550/nrg-vs-cloud9-esl-pro-league-season-5-north-america
5/12/17,Cobblestone,7104,T,5,5,0,0,6211,CT,16,10,6,0,2310558/rush-vs-renegades-esl-pro-league-season-5-north-america
5/12/17,Inferno,6290,T,12,10,2,0,5973,CT,16,5,11,0,2310556/luminosity-vs-liquid-esl-pro-league-season-5-north-america
5/12/17,Mirage,5973,CT,16,8,8,0,6290,T,11,7,4,0,2310555/liquid-vs-luminosity-esl-pro-league-season-5-north-america
5/12/17,Mirage,6211,CT,16,7,9,0,7104,T,12,8,4,0,2310557/renegades-vs-rush-esl-pro-league-season-5-north-america
5/12/17,Train,5974,CT,16,11,5,0,6137,T,12,4,8,0,2310551/clg-vs-sk-esl-pro-league-season-5-north-america
5/12/17,Cobblestone,4501,T,14,11,3,0,5195,CT,16,4,12,0,2310661/alternate-attax-vs-planetkey-99damage-league-season-5
5/12/17,Cache,4501,T,13,10,3,0,5195,CT,16,5,11,0,2310661/alternate-attax-vs-planetkey-99damage-league-season-5
5/12/17,Mirage,7864,T,10,4,6,0,7896,CT,16,11,5,0,2310647/ttfu-vs-unlucky-streamme-gauntlet-cis-vs-eu-5
5/12/17,Train,7864,CT,4,4,0,0,7896,T,16,11,5,0,2310647/ttfu-vs-unlucky-streamme-gauntlet-cis-vs-eu-5
5/12/17,Overpass,6715,T,16,9,7,0,7274,CT,14,6,8,0,2308833/mineski-vs-sabertooth-beyondgodlike-csgo-sea-pro-league
5/12/17,Cobblestone,6715,CT,16,3,13,0,7274,T,14,12,2,0,2308833/mineski-vs-sabertooth-beyondgodlike-csgo-sea-pro-league
5/12/17,Mirage,6669,CT,16,9,7,0,6745,T,6,6,0,0,2310512/binary-dragons-vs-extatus-binary-dragons-csgopolygon-cup-6
5/12/17,Cache,6669,T,16,10,6,0,6745,CT,13,5,8,0,2310512/binary-dragons-vs-extatus-binary-dragons-csgopolygon-cup-6
5/12/17,Cobblestone,4602,CT,19,4,11,4,4688,T,16,11,4,1,2310622/tricked-vs-epsilon-hellcase-cup-4
5/12/17,Mirage,4602,T,16,8,8,0,4688,CT,14,7,7,0,2310622/tricked-vs-epsilon-hellcase-cup-4
5/12/17,Mirage,7900,T,16,6,10,0,7897,CT,13,9,4,0,2310614/spirit-academy-vs-ex-manatee-dolphincs-shoot-em-up-3
5/12/17,Train,7900,CT,14,5,9,0,7897,T,16,10,6,0,2310614/spirit-academy-vs-ex-manatee-dolphincs-shoot-em-up-3
5/12/17,Inferno,7900,CT,14,5,9,0,7897,T,16,10,6,0,2310614/spirit-academy-vs-ex-manatee-dolphincs-shoot-em-up-3
5/12/17,Inferno,5700,T,8,3,5,0,5087,CT,16,12,4,0,2310634/lunatik-vs-big-mistake-cevo-main-season-12-north-america
5/12/17,Nuke,5700,CT,16,12,4,0,5087,T,6,3,3,0,2310634/lunatik-vs-big-mistake-cevo-main-season-12-north-america
5/12/17,Mirage,5700,CT,10,5,5,0,5087,T,16,10,6,0,2310634/lunatik-vs-big-mistake-cevo-main-season-12-north-america
5/12/17,Cache,6134,CT,13,7,6,0,4674,T,16,8,8,0,2310623/kinguin-vs-ldlc-hellcase-cup-4
5/12/17,Train,6134,T,8,3,5,0,4674,CT,16,12,4,0,2310623/kinguin-vs-ldlc-hellcase-cup-4
5/12/17,Cache,7099,CT,10,5,5,0,7861,T,16,10,6,0,2310633/synthetik-vs-doxxa-cevo-main-season-12-north-america
5/12/17,Mirage,7099,T,15,6,9,0,7861,CT,19,9,6,0,2310633/synthetik-vs-doxxa-cevo-main-season-12-north-america
5/12/17,Cobblestone,6807,CT,14,12,2,0,7489,T,16,3,13,0,2310513/alpha-vs-epg-binary-dragons-csgopolygon-cup-6
5/12/17,Cache,6807,T,16,10,6,0,7489,CT,10,5,5,0,2310513/alpha-vs-epg-binary-dragons-csgopolygon-cup-6
5/12/17,Overpass,6693,T,16,6,10,0,7425,CT,14,9,5,0,2310660/panthers-vs-divizon-99damage-league-season-5
5/12/17,Cobblestone,6693,T,10,8,2,0,7425,CT,16,7,9,0,2310660/panthers-vs-divizon-99damage-league-season-5
5/12/17,Nuke,6693,T,16,6,10,0,7425,CT,12,9,3,0,2310660/panthers-vs-divizon-99damage-league-season-5
5/12/17,Mirage,7655,T,4,2,2,0,7567,CT,16,13,3,0,2308818/ultimate-vs-boot-ds-beyondgodlike-csgo-sea-pro-league
5/12/17,Nuke,7655,CT,6,6,0,0,7567,T,16,9,7,0,2308818/ultimate-vs-boot-ds-beyondgodlike-csgo-sea-pro-league
5/12/17,Inferno,7437,T,7,5,2,0,7701,CT,16,10,6,0,2310584/netland-vs-imperial-esl-south-east-europe-championship-season-5
5/12/17,Cache,7437,T,3,3,0,0,7701,CT,16,12,4,0,2310584/netland-vs-imperial-esl-south-east-europe-championship-season-5
5/13/17,Train,6301,CT,25,9,6,10,4773,T,22,6,9,7,2310686/splyce-vs-pain-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,5974,T,16,13,3,0,7531,CT,9,2,7,0,2310766/clg-vs-miami-flamingos-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7263,CT,16,9,7,0,7882,T,11,6,5,0,2310770/fakeoutnation-vs-guerrilla-tactics-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,6902,CT,16,12,4,0,7212,T,11,3,8,0,2310685/godsent-vs-dark-sided-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Inferno,6673,CT,16,11,5,0,7885,T,12,4,8,0,2310764/nrg-vs-bushido-boyz-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,6707,CT,11,7,4,0,6811,T,16,8,8,0,2310769/ronin-vs-broken-alliance-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,4773,T,16,8,8,0,7801,CT,8,7,1,0,2310684/pain-vs-ghost-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Cache,7557,T,16,10,6,0,6987,CT,5,5,0,0,2310765/misfits-vs-eclipse-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Overpass,6290,T,16,12,4,0,7104,CT,3,3,0,0,2310767/luminosity-vs-rush-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,6301,T,12,8,4,0,7532,CT,16,7,9,0,2310680/splyce-vs-big-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,6987,T,16,13,3,0,6707,CT,13,2,11,0,2310712/eclipse-vs-ronin-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7557,CT,16,14,2,0,6811,T,4,1,3,0,2310706/misfits-vs-broken-alliance-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,5005,CT,16,11,5,0,7883,T,4,4,0,0,2310768/complexity-vs-trumps-anime-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,5005,T,12,6,6,0,7885,CT,16,9,7,0,2310709/complexity-vs-bushido-boyz-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7531,T,19,7,8,4,7263,CT,17,8,7,2,2310711/miami-flamingos-vs-fakeoutnation-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Train,6290,CT,16,9,7,0,7558,T,9,6,3,0,2310708/luminosity-vs-ajax-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,6673,CT,16,14,2,0,7883,T,1,1,0,0,2310705/nrg-vs-trumps-anime-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Overpass,7212,T,16,9,7,0,7592,CT,10,6,4,0,2310683/dark-sided-vs-enigma6-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Cache,7187,CT,16,12,4,0,7701,T,6,3,3,0,2310703/nexus-vs-imperial-arcanebet-balkan-proleague-season-2
5/13/17,Train,6902,T,8,6,2,0,5395,CT,16,9,7,0,2310679/godsent-vs-penta-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Train,7879,CT,16,11,5,0,7558,T,7,4,3,0,2310771/mask-off-vs-ajax-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,7701,CT,9,6,3,0,7187,T,16,9,7,0,2310702/imperial-vs-nexus-arcanebet-balkan-proleague-season-2
5/13/17,Mirage,5974,CT,16,14,2,0,7882,T,5,1,4,0,2310707/clg-vs-guerrilla-tactics-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,7104,CT,16,10,6,0,7879,T,14,5,9,0,2310710/rush-vs-mask-off-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,6301,T,16,7,9,0,4773,CT,13,8,5,0,2310677/splyce-vs-pain-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,5395,CT,16,8,8,0,7592,T,12,7,5,0,2310676/penta-vs-enigma6-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Inferno,7801,CT,13,2,11,0,7532,T,16,13,3,0,2310678/ghost-vs-big-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,6902,CT,19,9,6,4,7212,T,17,6,9,2,2310675/godsent-vs-dark-sided-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,7908,T,16,12,4,0,7910,CT,3,3,0,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,7908,T,7,4,3,0,7910,CT,16,11,5,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Inferno,7908,T,16,7,9,0,7910,CT,13,8,5,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,6137,CT,16,7,9,0,6290,T,9,8,1,0,2310692/sk-vs-luminosity-subaru-invitational-2017
5/13/17,Mirage,6137,T,16,7,9,0,6290,CT,11,8,3,0,2310692/sk-vs-luminosity-subaru-invitational-2017
5/13/17,Cache,7437,T,16,7,9,0,6762,CT,10,8,2,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7437,CT,9,6,3,0,6762,T,16,9,7,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Train,7437,CT,2,2,0,0,6762,T,16,13,3,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Overpass,5195,T,16,9,7,0,4501,CT,11,6,5,0,2310714/planetkey-vs-alternate-attax-99damage-league-season-5
5/13/17,Cache,5195,T,16,11,5,0,4501,CT,6,4,2,0,2310714/planetkey-vs-alternate-attax-99damage-league-season-5
5/13/17,Overpass,7909,CT,16,6,10,0,7910,T,10,9,1,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Mirage,7909,CT,13,5,8,0,7910,T,16,10,6,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cobblestone,7909,T,7,5,2,0,7910,CT,16,10,6,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Inferno,7669,T,3,3,0,0,6669,CT,16,12,4,0,2310750/squared-vs-binary-dragons-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7669,T,1,1,0,0,6669,CT,16,14,2,0,2310750/squared-vs-binary-dragons-esl-south-east-europe-championship-season-5
5/13/17,Overpass,7869,T,9,8,1,0,7870,CT,16,7,9,0,2310697/shanghai-emperors-vs-invictus-aquilas-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7869,T,8,2,6,0,7870,CT,16,13,3,0,2310697/shanghai-emperors-vs-invictus-aquilas-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7907,CT,8,6,2,0,7908,T,16,9,7,0,2310751/skillnaden-vs-popcornplokker-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,7907,T,11,6,5,0,7908,CT,16,9,7,0,2310751/skillnaden-vs-popcornplokker-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,7566,CT,3,3,0,0,7187,T,16,12,4,0,2310629/playing-ducks-vs-nexus-cevo-main-season-12-europe
5/13/17,Mirage,7566,T,7,4,3,0,7187,CT,16,11,5,0,2310629/playing-ducks-vs-nexus-cevo-main-season-12-europe
5/13/17,Nuke,6978,CT,16,11,5,0,4602,T,8,4,4,0,2310625/singularity-vs-tricked-hellcase-cup-4
5/13/17,Inferno,6978,CT,7,5,2,0,4602,T,16,10,6,0,2310625/singularity-vs-tricked-hellcase-cup-4
5/13/17,Overpass,6978,T,16,9,7,0,4602,CT,14,6,8,0,2310625/singularity-vs-tricked-hellcase-cup-4
5/13/17,Inferno,7489,CT,16,5,11,0,7397,T,13,10,3,0,2310514/epg-vs-outlaws-binary-dragons-csgopolygon-cup-6
5/13/17,Cobblestone,7489,T,5,4,1,0,7397,CT,16,11,5,0,2310514/epg-vs-outlaws-binary-dragons-csgopolygon-cup-6
5/13/17,Nuke,4865,CT,0,0,0,0,7606,T,16,15,1,0,2310681/new4-vs-vici-asia-minor-china-qualifier-pgl-major-krakow-2017
5/13/17,Cache,4865,CT,12,3,9,0,7606,T,16,12,4,0,2310681/new4-vs-vici-asia-minor-china-qualifier-pgl-major-krakow-2017
5/13/17,Inferno,7660,CT,16,10,6,0,7024,T,6,5,1,0,2310682/flash-vs-ehome-asia-minor-china-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,7660,T,14,10,4,0,7024,CT,16,5,11,0,2310682/flash-vs-ehome-asia-minor-china-qualifier-pgl-major-krakow-2017
5/13/17,Train,7660,T,16,11,5,0,7024,CT,4,4,0,0,2310682/flash-vs-ehome-asia-minor-china-qualifier-pgl-major-krakow-2017
5/13/17,Overpass,6353,T,16,8,8,0,6774,CT,12,7,5,0,2308829/mith-vs-signature-beyondgodlike-csgo-sea-pro-league
5/13/17,Mirage,6353,CT,5,4,1,0,6774,T,16,11,5,0,2308829/mith-vs-signature-beyondgodlike-csgo-sea-pro-league
5/13/17,Cobblestone,5752,CT,16,12,4,0,6673,T,3,3,0,0,2310693/cloud9-vs-nrg-subaru-invitational-2017
5/13/17,Train,5752,T,16,9,7,0,6673,CT,9,6,3,0,2310693/cloud9-vs-nrg-subaru-invitational-2017
5/13/17,Overpass,7497,T,5,4,1,0,7701,CT,16,11,5,0,2310696/resistance-vs-imperial-esl-south-east-europe-championship-season-5
5/13/17,Cobblestone,7497,CT,10,5,5,0,7701,T,16,10,6,0,2310696/resistance-vs-imperial-esl-south-east-europe-championship-season-5
5/13/17,Train,6662,T,7,1,6,0,7397,CT,16,14,2,0,2310694/vatos-locos-vs-outlaws-esl-south-east-europe-championship-season-5
5/13/17,Inferno,6662,T,13,5,8,0,7397,CT,16,10,6,0,2310694/vatos-locos-vs-outlaws-esl-south-east-europe-championship-season-5
5/13/17,Inferno,5973,T,13,9,4,0,7010,CT,16,6,10,0,2310691/liquid-vs-immortals-subaru-invitational-2017
5/13/17,Cobblestone,5973,CT,10,6,4,0,7010,T,16,9,7,0,2310691/liquid-vs-immortals-subaru-invitational-2017
5/13/17,Cobblestone,6615,T,11,8,3,0,5974,CT,16,7,9,0,2310690/optic-vs-clg-subaru-invitational-2017
5/13/17,Train,6615,T,10,5,5,0,5974,CT,16,10,6,0,2310690/optic-vs-clg-subaru-invitational-2017
5/13/17,Mirage,7397,CT,16,7,9,0,4602,T,9,8,1,0,2310624/outlaws-vs-tricked-hellcase-cup-4
5/13/17,Overpass,7397,T,22,7,8,7,4602,CT,19,8,7,4,2310624/outlaws-vs-tricked-hellcase-cup-4
5/13/17,Cobblestone,4501,CT,9,2,7,0,6693,T,16,13,3,0,2310713/alternate-attax-vs-panthers-99damage-league-season-5
5/13/17,Cache,4501,CT,16,6,10,0,6693,T,13,9,4,0,2310713/alternate-attax-vs-panthers-99damage-league-season-5
5/13/17,Train,4501,T,16,8,8,0,6693,CT,9,7,2,0,2310713/alternate-attax-vs-panthers-99damage-league-season-5
5/13/17,Train,7363,T,16,8,8,0,7655,CT,10,7,3,0,2308830/glassysky-vs-ultimate-beyondgodlike-csgo-sea-pro-league
5/13/17,Cache,7363,CT,16,9,7,0,7655,T,8,6,2,0,2308830/glassysky-vs-ultimate-beyondgodlike-csgo-sea-pro-league
5/13/17,Nuke,7835,T,16,10,6,0,7264,CT,10,5,5,0,2310648/impossible-vs-spraynpray-streamme-gauntlet-cis-vs-eu-5
5/13/17,Train,7835,T,8,3,5,0,7264,CT,16,12,4,0,2310648/impossible-vs-spraynpray-streamme-gauntlet-cis-vs-eu-5
5/13/17,Cache,7835,T,16,9,7,0,7264,CT,9,6,3,0,2310648/impossible-vs-spraynpray-streamme-gauntlet-cis-vs-eu-5
5/13/17,Train,6301,CT,25,9,6,10,4773,T,22,6,9,7,2310686/splyce-vs-pain-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,5974,T,16,13,3,0,7531,CT,9,2,7,0,2310766/clg-vs-miami-flamingos-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7263,CT,16,9,7,0,7882,T,11,6,5,0,2310770/fakeoutnation-vs-guerrilla-tactics-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,6902,CT,16,12,4,0,7212,T,11,3,8,0,2310685/godsent-vs-dark-sided-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Inferno,6673,CT,16,11,5,0,7885,T,12,4,8,0,2310764/nrg-vs-bushido-boyz-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,6707,CT,11,7,4,0,6811,T,16,8,8,0,2310769/ronin-vs-broken-alliance-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,4773,T,16,8,8,0,7801,CT,8,7,1,0,2310684/pain-vs-ghost-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Cache,7557,T,16,10,6,0,6987,CT,5,5,0,0,2310765/misfits-vs-eclipse-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Overpass,6290,T,16,12,4,0,7104,CT,3,3,0,0,2310767/luminosity-vs-rush-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,6301,T,12,8,4,0,7532,CT,16,7,9,0,2310680/splyce-vs-big-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,6987,T,16,13,3,0,6707,CT,13,2,11,0,2310712/eclipse-vs-ronin-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7557,CT,16,14,2,0,6811,T,4,1,3,0,2310706/misfits-vs-broken-alliance-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,5005,CT,16,11,5,0,7883,T,4,4,0,0,2310768/complexity-vs-trumps-anime-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,5005,T,12,6,6,0,7885,CT,16,9,7,0,2310709/complexity-vs-bushido-boyz-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cache,7531,T,19,7,8,4,7263,CT,17,8,7,2,2310711/miami-flamingos-vs-fakeoutnation-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Train,6290,CT,16,9,7,0,7558,T,9,6,3,0,2310708/luminosity-vs-ajax-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,6673,CT,16,14,2,0,7883,T,1,1,0,0,2310705/nrg-vs-trumps-anime-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Overpass,7212,T,16,9,7,0,7592,CT,10,6,4,0,2310683/dark-sided-vs-enigma6-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Cache,7187,CT,16,12,4,0,7701,T,6,3,3,0,2310703/nexus-vs-imperial-arcanebet-balkan-proleague-season-2
5/13/17,Train,6902,T,8,6,2,0,5395,CT,16,9,7,0,2310679/godsent-vs-penta-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Train,7879,CT,16,11,5,0,7558,T,7,4,3,0,2310771/mask-off-vs-ajax-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,7701,CT,9,6,3,0,7187,T,16,9,7,0,2310702/imperial-vs-nexus-arcanebet-balkan-proleague-season-2
5/13/17,Mirage,5974,CT,16,14,2,0,7882,T,5,1,4,0,2310707/clg-vs-guerrilla-tactics-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Mirage,7104,CT,16,10,6,0,7879,T,14,5,9,0,2310710/rush-vs-mask-off-americas-minor-north-america-closed-qualifier-pgl-major-krakow-2017
5/13/17,Cobblestone,6301,T,16,7,9,0,4773,CT,13,8,5,0,2310677/splyce-vs-pain-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,5395,CT,16,8,8,0,7592,T,12,7,5,0,2310676/penta-vs-enigma6-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Inferno,7801,CT,13,2,11,0,7532,T,16,13,3,0,2310678/ghost-vs-big-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,6902,CT,19,9,6,4,7212,T,17,6,9,2,2310675/godsent-vs-dark-sided-esea-season-24-global-challenge-mdl-global-finals
5/13/17,Mirage,7908,T,16,12,4,0,7910,CT,3,3,0,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,7908,T,7,4,3,0,7910,CT,16,11,5,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Inferno,7908,T,16,7,9,0,7910,CT,13,8,5,0,2310757/popcornplokker-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cache,6137,CT,16,7,9,0,6290,T,9,8,1,0,2310692/sk-vs-luminosity-subaru-invitational-2017
5/13/17,Mirage,6137,T,16,7,9,0,6290,CT,11,8,3,0,2310692/sk-vs-luminosity-subaru-invitational-2017
5/13/17,Cache,7437,T,16,7,9,0,6762,CT,10,8,2,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7437,CT,9,6,3,0,6762,T,16,9,7,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Train,7437,CT,2,2,0,0,6762,T,16,13,3,0,2310698/netland-vs-bpro-esl-south-east-europe-championship-season-5
5/13/17,Overpass,5195,T,16,9,7,0,4501,CT,11,6,5,0,2310714/planetkey-vs-alternate-attax-99damage-league-season-5
5/13/17,Cache,5195,T,16,11,5,0,4501,CT,6,4,2,0,2310714/planetkey-vs-alternate-attax-99damage-league-season-5
5/13/17,Overpass,7909,CT,16,6,10,0,7910,T,10,9,1,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Mirage,7909,CT,13,5,8,0,7910,T,16,10,6,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Cobblestone,7909,T,7,5,2,0,7910,CT,16,10,6,0,2310752/flaxbanan-vs-hittasista-yoggi-yalla-cup-2017-inferno-online-qualifier
5/13/17,Inferno,7669,T,3,3,0,0,6669,CT,16,12,4,0,2310750/squared-vs-binary-dragons-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7669,T,1,1,0,0,6669,CT,16,14,2,0,2310750/squared-vs-binary-dragons-esl-south-east-europe-championship-season-5
5/13/17,Overpass,7869,T,9,8,1,0,7870,CT,16,7,9,0,2310697/shanghai-emperors-vs-invictus-aquilas-esl-south-east-europe-championship-season-5
5/13/17,Mirage,7869,T,8,2,6,0,7870,CT,16,13,3,0,2310697/shanghai-emperors-vs-invictus-aquilas-esl-south-east-europe-championship-season-5
